t	gamma	gamma_r	gamma_d	beta	N	S	S_	I	I_	R	R_	D	D_	∆S(t)	∆S_(t)	∆I(t)	∆I_(t)	∆R(t)	∆R_(t)	∆D(t)	∆D_(t)
342	0.0854098129995779	0.08386208467614957	0.0015477283234283188	0.08157780509837449	46289333	42779990	42779990.0	298502	298502.0	3105607	3105607.0	105234	105234.0	-22122	-22122.0	3699	3699.0	17985	17985.0	438	438.0
343	0.08773924578358916	0.08625707247083028	0.0014821733127588727	0.07925203086056802	46289333	42757485	42757485.0	295512	295512.0	3130640	3130640.0	105696	105696.0	-22505	-22505.0	-2990	-2990.0	25033	25033.0	462	462.0
344	0.07702847017859535	0.07554160643094325	0.0014868637476520945	0.07956521168142848	46289333	42735852	42735852.0	291217	291217.0	3156130	3156130.0	106134	106134.0	-21633	-21633.0	-4295	-4295.0	25490	25490.0	438	438.0
345	0.07769395920420985	0.07611561219531528	0.0015783470088945712	0.07811269993814184	46289333	42714460	42714460.0	290177	290177.0	3178129	3178129.0	106567	106567.0	-21392	-21392.0	-1040	-1040.0	21999	21999.0	433	433.0
346	0.06489041684572411	0.06331355615010327	0.0015768606956208327	0.07736346285515101	46289333	42693544	42693544.0	288548	288548.0	3200216	3200216.0	107025	107025.0	-20916	-20915.999999999996	-1629	-1629.0000000000036	22087	22087.0	458	458.0
347	0.04417501971330484	0.04262205892986884	0.0015529607834360033	0.07680288018730198	46289333	42672955	42672955.0	290413	290413.0	3218485	3218485.0	107480	107480.0	-20589	-20589.0	1865	1865.0	18269	18269.0	455	455.0
348	0.055107229344012666	0.053601255760600514	0.0015059735834121537	0.07493791372880028	46289333	42652393	42652393.0	298146	298146.0	3230863	3230863.0	107931	107931.0	-20562	-20562.0	7733	7733.0	12378	12378.0	451	451.0
349	0.08251654796677504	0.08097504821321654	0.0015414997535585157	0.07281891054158915	46289333	42631806	42631806.0	302303	302303.0	3246844	3246844.0	108380	108380.0	-20587	-20587.0	4157	4157.0	15981	15981.0	449	449.0
350	0.09512082034189871	0.09347449199010859	0.00164632835179013	0.0748655741406497	46289333	42611532	42611532.0	297632	297632.0	3271323	3271323.0	108846	108846.0	-20274	-20273.999999999996	-4671	-4671.000000000004	24479	24479.0	466	466.0
351	0.09599320988293258	0.09427152877691636	0.0017216811060162232	0.07395473824244557	46289333	42591020	42591020.0	289833	289833.0	3299144	3299144.0	109336	109336.0	-20512	-20512.0	-7799	-7799.0	27821	27821.0	490	490.0
352	0.09046863519715476	0.08879683956086082	0.001671795636293938	0.0754369646648318	46289333	42571298	42571298.0	281733	281733.0	3326467	3326467.0	109835	109835.0	-19722	-19722.0	-8100	-8100.0	27323	27323.0	499	499.0
353	0.06747863418313144	0.06577444514142956	0.0017041890417018684	0.0747467994435901	46289333	42551752	42551752.0	275791	275791.0	3351484	3351484.0	110306	110306.0	-19546	-19546.0	-5942	-5942.0	25017	25017.0	471	471.0
354	0.04422900724656051	0.04251967363316687	0.001709333613393643	0.07236658747519753	46289333	42532802	42532802.0	276131	276131.0	3369624	3369624.0	110776	110776.0	-18950	-18950.0	340	340.0	18140	18140.0	470	470.0
355	0.05954392639905909	0.05788244963316435	0.0016614767658947353	0.07068216814846243	46289333	42514441	42514441.0	282279	282279.0	3381365	3381365.0	111248	111248.0	-18361	-18361.000000000004	6148	6148.000000000004	11741	11741.0	472	472.0
356	0.08194618669748693	0.08032178043383276	0.0016244062636541741	0.06846546683079946	46289333	42496116	42496116.0	283796	283796.0	3397704	3397704.0	111717	111717.0	-18325	-18325.000000000004	1517	1517.0000000000036	16339	16339.0	469	469.0
357	0.0936999331843752	0.09211934851173584	0.0015805846726393608	0.06700493039959954	46289333	42478278	42478278.0	278378	278378.0	3420499	3420499.0	112178	112178.0	-17838	-17838.000000000004	-5418	-5417.999999999996	22795	22795.0	461	461.0
358	0.09327755733804484	0.09168890654056441	0.0015886507974804296	0.06877744031393013	46289333	42461161	42461161.0	269411	269411.0	3446143	3446143.0	112618	112618.0	-17117	-17117.000000000004	-8967	-8966.999999999996	25644	25644.0	440	440.0
359	0.08777241099518521	0.08609986298119245	0.0016725480139927586	0.07034983538565778	46289333	42444164	42444164.0	261278	261278.0	3470845	3470845.0	113046	113046.0	-16997	-16997.0	-8133	-8133.0	24702	24702.0	428	428.0
360	0.06711233194487438	0.06537643172582965	0.0017359002190447455	0.07330258273379806	46289333	42427310	42427310.0	255199	255199.0	3493341	3493341.0	113483	113483.0	-16854	-16854.0	-6079	-6079.0	22496	22496.0	437	437.0
361	0.04779051634289117	0.04607433644962346	0.0017161798932677163	0.07615787489312974	46289333	42410164	42410164.0	255218	255218.0	3510025	3510025.0	113926	113926.0	-17146	-17146.0	19	19.0	16684	16684.0	443	443.0
362	0.06170709545334299	0.06002400039872867	0.0016830950546143258	0.0748313436665693	46289333	42392356	42392356.0	260829	260829.0	3521784	3521784.0	114364	114364.0	-17808	-17808.000000000004	5611	5611.000000000004	11759	11759.0	438	438.0
363	0.09007307441862236	0.08844327498295945	0.0016297994356629056	0.07504599696795111	46289333	42374481	42374481.0	262609	262609.0	3537440	3537440.0	114803	114803.0	-17875	-17874.999999999996	1780	1779.9999999999964	15656	15656.0	439	439.0
364	0.09819218976170836	0.09644897196843531	0.001743217793273047	0.07767026457188032	46289333	42356440	42356440.0	256996	256996.0	3560666	3560666.0	115231	115231.0	-18041	-18041.0	-5613	-5613.0	23226	23226.0	428	428.0
365	0.09347027909097454	0.09160247334277236	0.001867805748202187	0.08129547391695212	46289333	42338175	42338175.0	250026	250026.0	3585453	3585453.0	115679	115679.0	-18265	-18265.0	-6970	-6970.0	24787	24787.0	448	448.0
366	0.08550971061827464	0.08360958543835399	0.0019001251799206514	0.08354490673444401	46289333	42319584	42319584.0	245247	245247.0	3608356	3608356.0	116146	116146.0	-18591	-18591.0	-4779	-4779.0	22903	22903.0	467	467.0
367	0.05921615749275744	0.05723679878851725	0.0019793587042401897	0.08471675116847914	46289333	42300852	42300852.0	243008	243008.0	3628861	3628861.0	116612	116612.0	-18732	-18732.0	-2239	-2239.0	20505	20505.0	466	466.0
368	0.040702256386629	0.03874615549385485	0.0019561008927741473	0.08305799356700462	46289333	42282039	42282039.0	247431	247431.0	3642770	3642770.0	117093	117093.0	-18813	-18813.0	4423	4423.0	13909	13909.0	481	481.0
369	0.055545578061312134	0.05364421470179439	0.0019013633595177486	0.0809092364037429	46289333	42263267	42263267.0	256132	256132.0	3652357	3652357.0	117577	117577.0	-18772	-18771.999999999996	8701	8700.999999999996	9587	9587.0	484	484.00000000000006
370	0.0787996595431437	0.07680982724114928	0.001989832301994433	0.07719493369484455	46289333	42244346	42244346.0	260826	260826.0	3666097	3666097.0	118064	118064.0	-18921	-18921.0	4694	4694.0	13740	13740.0	487	487.0
371	0.08737357335065418	0.08532832266246018	0.0020452506881939933	0.07989203945110379	46289333	42225971	42225971.0	258648	258648.0	3686131	3686131.0	118583	118583.0	-18375	-18375.000000000004	-2178	-2177.9999999999964	20034	20034.0	519	519.0
372	0.08665000647315212	0.08460998277749227	0.00204002369565985	0.08152923318339268	46289333	42207121	42207121.0	254899	254899.0	3708201	3708201.0	119112	119112.0	-18850	-18850.0	-3749	-3749.0	22070	22070.0	529	529.0
373	0.08402810602118677	0.08183157836201795	0.002196527659168815	0.0844216432124629	46289333	42188172	42188172.0	251761	251761.0	3729768	3729768.0	119632	119632.0	-18949	-18949.0	-3138	-3138.0	21567	21567.0	520	520.0
374	0.06546602287410441	0.06319381383087244	0.0022722090432319773	0.08835224613102517	46289333	42168801	42168801.0	249977	249977.0	3750370	3750370.0	120185	120185.0	-19371	-19370.999999999996	-1784	-1784.0000000000036	20602	20602.0	553	553.0
375	0.045425882427127834	0.043207005817161415	0.0022188766099664214	0.0891768554782537	46289333	42148681	42148681.0	253732	253732.0	3766167	3766167.0	120753	120753.0	-20120	-20120.0	3755	3755.0	15797	15797.0	568	568.0
376	0.05788995049636809	0.05567541446449703	0.0022145360318710544	0.08751445033551825	46289333	42128078	42128078.0	262809	262809.0	3777130	3777130.0	121316	121316.0	-20603	-20603.0	9077	9077.0	10963	10963.0	563	563.0
377	0.07890454218756401	0.07668502608676223	0.0022195161008017814	0.09258353287710043	46289333	42107146	42107146.0	268527	268527.0	3791762	3791762.0	121898	121898.0	-20932	-20932.0	5718	5718.0	14632	14632.0	582	582.0
378	0.08718151981448692	0.08486631055661335	0.0023152092578735636	0.09422973390303152	46289333	42084531	42084531.0	269954	269954.0	3812354	3812354.0	122494	122494.0	-22615	-22614.999999999996	1427	1426.9999999999964	20592	20592.0	596	595.9999999999999
379	0.08575530707189125	0.08329932553256215	0.0024559815393290943	0.09706994686652953	46289333	42061404	42061404.0	269546	269546.0	3835264	3835264.0	123119	123119.0	-23127	-23126.999999999996	-408	-408.00000000000364	22910	22910.0	625	625.0
380	0.07814778354292651	0.07553866309408377	0.0026091204488427346	0.0999725287474496	46289333	42037629	42037629.0	270206	270206.0	3857717	3857717.0	123781	123781.0	-23775	-23775.0	660	660.0	22453	22453.0	662	662.0
381	0.05881471519102996	0.0561541104150982	0.00266060477593176	0.10060213195768317	46289333	42013097	42013097.0	273622	273622.0	3878128	3878128.0	124486	124486.0	-24532	-24532.0	3416	3416.0	20411	20411.0	705	705.0
382	0.04016098374234106	0.037470842049746385	0.002690141692594677	0.09950371088832394	46289333	41988113	41988113.0	282513	282513.0	3893493	3893493.0	125214	125214.0	-24984	-24984.0	8891	8891.0	15365	15365.0	728	728.0
383	0.04800684945359428	0.045465270708473504	0.0025415787451207755	0.09591119637785313	46289333	41962614	41962614.0	296666	296666.0	3904079	3904079.0	125974	125974.0	-25499	-25499.0	14153	14153.0	10586	10586.0	760	760.0
384	0.0677475033904574	0.06515193791407381	0.0025955654763835986	0.09403848255444343	46289333	41936820	41936820.0	308218	308218.0	3917567	3917567.0	126728	126728.0	-25794	-25794.0	11552	11552.0	13488	13488.0	754	754.0
385	0.07781030370285336	0.0751221316598426	0.002688172043010753	0.09489976175996137	46289333	41910561	41910561.0	313596	313596.0	3937648	3937648.0	127528	127528.0	-26259	-26259.0	5378	5378.0	20081	20081.0	800	800.0
386	0.07710824318339976	0.07424558739798823	0.0028626557854115266	0.09717864860420107	46289333	41883616	41883616.0	316140	316140.0	3961206	3961206.0	128371	128371.0	-26945	-26945.0	2544	2543.9999999999964	23558	23558.000000000004	843	843.0000000000001
387	0.07633284412052785	0.07341321375261688	0.002919630367910978	0.09912305026689643	46289333	41855818	41855818.0	319561	319561.0	3984678	3984678.0	129276	129276.0	-27798	-27798.0	3421	3421.0	23472	23472.0	905	905.0
388	0.06030388190605602	0.057261974614743215	0.0030419072913128067	0.10051071903355809	46289333	41827176	41827176.0	323810	323810.0	4008138	4008138.0	130209	130209.0	-28642	-28642.0	4249	4249.0	23460	23460.0	933	933.0
389	0.04448113829519437	0.04154130155952195	0.0029398367356724166	0.09799442554541536	46289333	41797767	41797767.0	333692	333692.0	4026680	4026680.0	131194	131194.0	-29409	-29408.999999999996	9882	9881.999999999996	18542	18542.0	985	985.0
390	0.055916595861942274	0.05314660022504421	0.002769995636898064	0.09348814661943641	46289333	41768240	41768240.0	348376	348376.0	4040542	4040542.0	132175	132175.0	-29527	-29527.0	14684	14684.0	13862	13862.0	981	981.0
391	0.07482053343157942	0.07185361333467305	0.002966920096906365	0.09384861804593722	46289333	41738852	41738852.0	358284	358284.0	4059057	4059057.0	133140	133140.0	-29388	-29388.0	9908	9908.0	18515	18515.0	965	965.0
392	0.07885382922973166	0.07618105230571924	0.002672776924012427	0.09515553175660325	46289333	41708533	41708533.0	361796	361796.0	4084801	4084801.0	134203	134203.0	-30319	-30319.0	3512	3512.0	25744	25744.0	1063	1063.0
393	0.07802364619105266	0.07541581225791752	0.002607833933135138	0.09540753035350658	46289333	41677513	41677513.0	364287	364287.0	4112363	4112363.0	135170	135170.0	-31020	-31020.0	2491	2491.0	27562	27562.0	967	967.0
394	0.07566245502605153	0.07262833065963607	0.003034124366415457	0.0971668141443505	46289333	41646220	41646220.0	367157	367157.0	4139836	4139836.0	136120	136120.0	-31293	-31293.0	2870	2870.0	27473	27473.0	950	950.0
395	0.060300317115060544	0.05696764780307639	0.00333266931198415	0.09619552971814192	46289333	41614123	41614123.0	371474	371474.0	4166502	4166502.0	137234	137234.0	-32097	-32096.999999999996	4317	4316.999999999996	26666	26666.0	1114	1114.0
396	0.045149646247760356	0.04182592294313469	0.003323723304625668	0.09492939396141774	46289333	41581998	41581998.0	381199	381199.0	4187664	4187664.0	138472	138472.0	-32125	-32125.0	9725	9725.0	21162	21162.0	1238	1238.0
397	0.054827929734296774	0.05145588216749265	0.003372047566804121	0.09169545487264734	46289333	41549491	41549491.0	396495	396495.0	4203608	4203608.0	139739	139739.0	-32507	-32507.000000000004	15296	15296.000000000004	15944	15944.0	1267	1267.0
398	0.07318785439014212	0.06977343577407398	0.003414418616068141	0.08963903562616668	46289333	41516857	41516857.0	407390	407390.0	4224010	4224010.0	141076	141076.0	-32634	-32634.0	10895	10895.0	20402	20402.0	1337	1337.0
399	0.0798923785176213	0.0758906920577978	0.0040016864598235065	0.09122415646508994	46289333	41484104	41484104.0	410327	410327.0	4252435	4252435.0	142467	142467.0	-32753	-32753.0	2937	2937.0	28425	28425.0	1391	1391.0
400	0.0815634494552301	0.07723350790944097	0.004329941545789132	0.0974306313657032	46289333	41450558	41450558.0	411091	411091.0	4283575	4283575.0	144109	144109.0	-33546	-33546.0	764	764.0	31140	31140.0	1642	1642.0
401	0.07891598758668399	0.07486932396771377	0.004046663618970217	0.0933115768969364	46289333	41414692	41414692.0	413427	413427.0	4315325	4315325.0	145889	145889.0	-35866	-35866.0	2336	2336.0	31750	31750.0	1780	1780.0
402	0.06182762041433511	0.05838686686763814	0.003440753546696973	0.08442638434649041	46289333	41380177	41380177.0	415316	415316.0	4346278	4346278.0	147562	147562.0	-34515	-34515.0	1889	1889.0	30953	30953.0	1673	1672.9999999999998
403	0.044106294078383214	0.040692854580826304	0.0034134394975569083	0.08152349157066191	46289333	41348832	41348832.0	420983	420983.0	4370527	4370527.0	148991	148991.0	-31345	-31345.0	5667	5667.0	24249	24249.0	1429	1429.0
404	0.056752687774781096	0.05353151439021687	0.0032211733845642293	0.07888235001266507	46289333	41318175	41318175.0	433072	433072.0	4387658	4387658.0	150428	150428.0	-30657	-30657.0	12089	12089.0	17131	17131.0	1437	1437.0
405	0.07840323289755732	0.07510928569638736	0.0032939472011699663	0.0789240574979576	46289333	41287682	41287682.0	438987	438987.0	4410841	4410841.0	151823	151823.0	-30493	-30493.0	5915	5915.0	23183	23183.0	1395	1395.0
406	0.08484816474997245	0.08170444942499173	0.003143715324980711	0.07840718528042567	46289333	41256779	41256779.0	435472	435472.0	4443813	4443813.0	153269	153269.0	-30903	-30903.0	-3515	-3515.0	32972	32972.0	1446	1446.0
407	0.08688090825377953	0.0835448939865487	0.0033360142672308286	0.07549788128258261	46289333	41226347	41226347.0	428955	428955.0	4479393	4479393.0	154638	154638.0	-30432	-30432.0	-6517	-6517.0	35580	35580.0	1369	1369.0
408	0.08515444795852853	0.08162318978431979	0.0035312581742087366	0.08007017822611708	46289333	41197504	41197504.0	420530	420530.0	4515230	4515230.0	156069	156069.0	-28843	-28843.0	-8425	-8425.0	35837	35837.0	1431	1431.0
409	0.06677791496257426	0.0628810093371402	0.0038969056254340613	0.0892262974876265	46289333	41167536	41167536.0	414688	414688.0	4549555	4549555.0	157554	157554.0	-29968	-29968.0	-5842	-5842.0	34325	34325.0	1485	1485.0
410	0.04904227881201135	0.04502944727710924	0.004012831534902108	0.08892294373573705	46289333	41134629	41134629.0	419903	419903.0	4575631	4575631.0	159170	159170.0	-32907	-32907.0	5215	5215.000000000004	26076	26075.999999999996	1616	1616.0
411	0.06115734200249254	0.05723818530327799	0.00391915669921455	0.08689923379817416	46289333	41101448	41101448.0	432491	432491.0	4594539	4594539.0	160855	160855.0	-33181	-33181.0	12588	12588.0	18908	18908.0	1685	1685.0
412	0.0864382401937134	0.08264908559620583	0.0037891545975075784	0.08237568619870528	46289333	41068077	41068077.0	439412	439412.0	4619294	4619294.0	162550	162550.0	-33371	-33371.0	6921	6921.0	24755	24755.0	1695	1695.0
413	0.1028915173546399	0.09891729559168158	0.0039742217629583155	0.08152652893311609	46289333	41035963	41035963.0	433544	433544.0	4655611	4655611.0	164215	164215.0	-32114	-32114.0	-5868	-5868.0	36317	36317.0	1665	1665.0
414	0.09448925690627454	0.09055131225164775	0.003937944654626787	0.08191214216587776	46289333	41004629	41004629.0	420270	420270.0	4698496	4698496.0	165938	165938.0	-31334	-31334.0	-13274	-13274.0	42885	42885.0	1723	1723.0
415	0.06720284926068108	0.06332744602898889	0.0038754032316921866	0.08167275867334511	46289333	40974134	40974134.0	411054	411054.0	4736552	4736552.0	167593	167593.0	-30495	-30495.0	-9216	-9216.0	38056	38056.0	1655	1655.0
416	0.04470805790674989	0.04077241272476866	0.003935645181981232	0.08165729708772777	46289333	40944417	40944417.0	413147	413147.0	4762583	4762583.0	169186	169186.0	-29717	-29717.0	2093	2093.0	26031	26031.0	1593	1593.0
417	0.03985941670180464	0.036203497150879706	0.0036559195509249334	0.07818767260366556	46289333	40914576	40914576.0	424517	424517.0	4779428	4779428.0	170812	170812.0	-29841	-29841.0	11370	11370.0	16845	16845.0	1626	1626.0
418	0.060693377031771384	0.05714364183148942	0.0035497352002819647	0.07511070227717861	46289333	40885238	40885238.0	436934	436934.0	4794797	4794797.0	172364	172364.0	-29338	-29338.0	12417	12417.0	15369	15369.0	1552	1552.0
419	0.086060145379402	0.08263275997833419	0.003427385401067815	0.07523172432135057	46289333	40856251	40856251.0	439402	439402.0	4819765	4819765.0	173915	173915.0	-28987	-28987.0	2468	2468.0	24968	24968.0	1551	1551.0
420	0.09573919826169318	0.0923220139101689	0.0034171843515242687	0.07554231584565106	46289333	40827074	40827074.0	430764	430764.0	4856074	4856074.0	175421	175421.0	-29177	-29177.000000000004	-8638	-8637.999999999996	36309	36309.0	1506	1506.0
421	0.09548949845059107	0.09257001032939285	0.0029194881211982095	0.06949018814482841	46289333	40798373	40798373.0	418224	418224.0	4895843	4895843.0	176893	176893.0	-28701	-28701.0	-12540	-12540.0	39769	39769.0	1472	1472.0
422	0.08953634907391131	0.08646135334473871	0.0030749957291725982	0.07186435398988947	46289333	40772758	40772758.0	403903	403903.0	4934558	4934558.0	178114	178114.0	-25615	-25615.000000000004	-14321	-14320.999999999996	38715	38715.0	1221	1221.0
423	0.06964806028893533	0.06673175593558196	0.0029163043533533685	0.0659154690915731	46289333	40747191	40747191.0	393306	393306.0	4969480	4969480.0	179356	179356.0	-25567	-25567.0	-10597	-10597.0	34922	34922.0	1242	1242.0
424	0.05202014745301414	0.04882773310284153	0.0031924143501726116	0.07360528472401578	46289333	40724370	40724370.0	388734	388734.0	4995726	4995726.0	180503	180503.0	-22821	-22821.0	-4572	-4572.0	26246	26246.0	1147	1147.0
425	0.06289546210803053	0.05979653784116743	0.0030989242668631014	0.07258301415736534	46289333	40699197	40699197.0	393685	393685.0	5014707	5014707.0	181744	181744.0	-25173	-25172.999999999996	4951	4950.999999999996	18981	18981.0	1241	1241.0
426	0.08481707812246224	0.08177683936982297	0.0030402387526392723	0.07168006832892074	46289333	40674073	40674073.0	394048	394048.0	5038248	5038248.0	182964	182964.0	-25124	-25124.0	363	363.0	23541	23541.0	1220	1220.0
427	0.09685687971046453	0.09387072085511551	0.002986158855349012	0.07323014491220768	46289333	40649254	40649254.0	385445	385445.0	5070472	5070472.0	184162	184162.0	-24819	-24819.0	-8603	-8603.0	32224	32224.0	1198	1198.0
428	0.09525099289619977	0.09163339134725489	0.0036176015489448885	0.08242280330722909	46289333	40624467	40624467.0	372899	372899.0	5106654	5106654.0	185313	185313.0	-24787	-24787.0	-12546	-12546.0	36182	36182.0	1151	1151.0
429	0.09058498054090254	0.08704172315934504	0.0035432573815574963	0.08239029064210542	46289333	40597493	40597493.0	364354	364354.0	5140824	5140824.0	186662	186662.0	-26974	-26974.0	-8545	-8545.0	34170	34170.0	1349	1349.0
430	0.07020859602378682	0.06664951897941439	0.0035590770443724366	0.08309919733830702	46289333	40571165	40571165.0	357677	357677.0	5172538	5172538.0	187953	187953.0	-26328	-26328.0	-6677	-6677.0	31714	31714.000000000004	1291	1291.0
431	0.047853414236955404	0.044376157226671424	0.003477257010283981	0.08099607674708037	46289333	40545114	40545114.0	358616	358616.0	5196377	5196377.0	189226	189226.0	-26051	-26051.0	939	939.0	23839	23839.0	1273	1273.0
432	0.06582501355966389	0.062418062835073604	0.0034069507245902803	0.07853889719321169	46289333	40519672	40519672.0	366897	366897.0	5212291	5212291.0	190473	190473.0	-25442	-25442.0	8281	8281.0	15914	15914.0	1247	1247.0
433	0.08431937386199961	0.0810745441204446	0.003244829741555018	0.07611264898801667	46289333	40494448	40494448.0	367970	367970.0	5235192	5235192.0	191723	191723.0	-25224	-25224.0	1073	1073.0	22901	22901.0	1250	1250.0
434	0.08069299808545723	0.07748918227996592	0.003203815805491307	0.07501801139532494	46289333	40469947	40469947.0	361444	361444.0	5265025	5265025.0	192917	192917.0	-24501	-24501.000000000004	-6526	-6525.999999999996	29833	29833.0	1194	1194.0
435	0.07584329632792486	0.07273360600476426	0.0031096903231605916	0.07488228019825523	46289333	40446241	40446241.0	355984	355984.0	5293033	5293033.0	194075	194075.0	-23706	-23705.999999999996	-5460	-5460.000000000004	28008	28008.0	1158	1158.0
436	0.07608501264629822	0.07300505000326447	0.003079962643033749	0.07473867441176142	46289333	40422949	40422949.0	352277	352277.0	5318925	5318925.0	195182	195182.0	-23292	-23292.000000000004	-3707	-3707.0	25892	25892.000000000004	1107	1107.0
437	0.06897373057916698	0.06562476683521491	0.0033489637439520644	0.08117231404396558	46289333	40399957	40399957.0	348466	348466.0	5344643	5344643.0	196267	196267.0	-22992	-22992.0	-3811	-3811.0	25718	25718.0	1085	1085.0
438	0.06028907131686134	0.05722706935763839	0.0030620019592229562	0.07477825831881185	46289333	40375270	40375270.0	349118	349118.0	5367511	5367511.0	197434	197434.0	-24687	-24687.0	652	652.0	22868	22868.0	1167	1167.0
439	0.06882034881898068	0.06582183952274677	0.0029985092962339067	0.07448570477125618	46289333	40352499	40352499.0	350841	350841.0	5387490	5387490.0	198503	198503.0	-22771	-22771.000000000004	1723	1723.0000000000036	19979	19979.0	1069	1069.0
440	0.08998875462476787	0.08701287924527222	0.0029758753794956465	0.07562001820038934	46289333	40329718	40329718.0	349477	349477.0	5410583	5410583.0	199555	199555.0	-22781	-22780.999999999996	-1364	-1364.0000000000036	23093	23093.0	1052	1052.0
441	0.0960789085567346	0.09302366494357182	0.0030552436131627636	0.07891942300090501	46289333	40306693	40306693.0	341053	341053.0	5440992	5440992.0	200595	200595.0	-23025	-23025.0	-8424	-8424.0	30409	30409.0	1040	1040.0
442	0.08944537896190184	0.08640668993916593	0.0030386890227359054	0.0833446456530635	46289333	40283256	40283256.0	331722	331722.0	5472718	5472718.0	201637	201637.0	-23437	-23437.0	-9331	-9331.0	31726	31726.0	1042	1042.0
443	0.07844568260500259	0.07537617559665268	0.0030695070083499175	0.08625019637275046	46289333	40259196	40259196.0	326111	326111.0	5501381	5501381.0	202645	202645.0	-24060	-24060.0	-5611	-5611.000000000004	28663	28663.000000000004	1008	1008.0
444	0.06587239070500198	0.06293077983458055	0.002941610870421426	0.08901409252555444	46289333	40234733	40234733.0	324992	324992.0	5525962	5525962.0	203646	203646.0	-24463	-24463.0	-1119	-1119.0	24581	24581.0	1001	1001.0
445	0.0569283513167381	0.05405364297034944	0.0028747083463886666	0.08604707521674004	46289333	40209588	40209588.0	328729	328729.0	5546414	5546414.0	204602	204602.0	-25145	-25145.0	3737	3736.9999999999964	20452	20452.000000000004	956	956.0
446	0.06287172804600312	0.059933768896487	0.0029379591495161186	0.08911286216569288	46289333	40185017	40185017.0	334586	334586.0	5564183	5564183.0	205547	205547.0	-24571	-24571.0	5857	5857.0	17769	17769.0	945	945.0
447	0.07719615595373475	0.07429721241831991	0.0028989435354148376	0.08737376272906085	46289333	40159133	40159133.0	339434	339434.0	5584236	5584236.0	206530	206530.0	-25884	-25883.999999999996	4848	4847.999999999996	20053	20053.0	983	983.0000000000001
448	0.08200648452181813	0.07905924280374438	0.002947241718073761	0.08863724731951474	46289333	40133403	40133403.0	338961	338961.0	5609455	5609455.0	207514	207514.0	-25730	-25730.0	-473	-473.0	25219	25219.0	984	984.0
449	0.08243750982316815	0.07946905961513939	0.002968450208028753	0.0913929421593109	46289333	40107354	40107354.0	337213	337213.0	5636253	5636253.0	208513	208513.0	-26049	-26049.0	-1748	-1748.0	26798	26798.0	999	999.0
450	0.07659237705917879	0.07359639649288789	0.0029959805662909044	0.09233616427246032	46289333	40080651	40080651.0	336117	336117.0	5663051	5663051.0	209514	209514.0	-26703	-26703.0	-1096	-1096.0	26798	26798.0	1001	1000.9999999999999
451	0.06374871755335867	0.06078055781239807	0.0029681597409606042	0.09331216599949882	46289333	40053778	40053778.0	337246	337246.0	5687788	5687788.0	210521	210521.0	-26873	-26873.0	1129	1129.0	24737	24737.0	1007	1006.9999999999999
452	0.04339649597494876	0.04047501727521088	0.0029214786997378834	0.09541313889508178	46289333	40026548	40026548.0	342977	342977.0	5708286	5708286.0	211522	211522.0	-27230	-27230.000000000004	5731	5731.000000000004	20498	20498.0	1001	1000.9999999999999
453	0.05861836751872948	0.05590785375571705	0.00271051376301243	0.0889581446918603	46289333	39998251	39998251.0	356390	356390.0	5722168	5722168.0	212524	212524.0	-28297	-28296.999999999996	13413	13412.999999999995	13882	13882.000000000002	1002	1002.0
454	0.07779131096132755	0.07506048598213252	0.0027308249791950265	0.0889714063812137	46289333	39970856	39970856.0	362894	362894.0	5742093	5742093.0	213490	213490.0	-27395	-27395.0	6504	6504.0	19925	19925.0	966	966.0
455	0.08564753519572797	0.08297751445341807	0.002670020742309899	0.08901397520551414	46289333	39942976	39942976.0	362544	362544.0	5769332	5769332.0	214481	214481.0	-27880	-27880.0	-350	-350.0	27239	27239.0	991	990.9999999999999
456	0.08520899426726777	0.0824956865364279	0.0027133077308398733	0.0851165131382251	46289333	39915129	39915129.0	359340	359340.0	5799415	5799415.0	215449	215449.0	-27847	-27847.0	-3204	-3204.0	30083	30083.0	968	968.0
457	0.07964910798518707	0.0768047987158366	0.0028443092693504557	0.07225285026834137	46289333	39888755	39888755.0	355095	355095.0	5829059	5829059.0	216424	216424.0	-26374	-26374.0	-4245	-4245.000000000004	29644	29644.000000000004	975	975.0000000000001
458	0.06262735690887049	0.05965820343286876	0.002969153476001731	0.0706404071299235	46289333	39866646	39866646.0	348921	348921.0	5856332	5856332.0	217434	217434.0	-22109	-22109.0	-6174	-6174.0	27273	27273.0	1010	1010.0000000000001
459	0.04677904202447911	0.043752889057327514	0.003026152967151598	0.07416678736548717	46289333	39845418	39845418.0	348297	348297.0	5877148	5877148.0	218470	218470.0	-21228	-21228.0	-624	-624.0	20816	20816.0	1036	1036.0
460	0.06536246612466125	0.062381436314363145	0.002981029810298103	0.07436106486588355	46289333	39823182	39823182.0	354240	354240.0	5892387	5892387.0	219524	219524.0	-22236	-22235.999999999996	5943	5942.9999999999945	15239	15239.000000000002	1054	1054.0
461	0.08152130895439691	0.07892341440799665	0.002597894546400262	0.0672311064169587	46289333	39800520	39800520.0	353748	353748.0	5914485	5914485.0	220580	220580.0	-22662	-22662.0	-492	-492.0	22098	22098.0	1056	1056.0
462	0.09527766758648247	0.09222866640220756	0.003049001184274914	0.08447941377829567	46289333	39780071	39780071.0	345359	345359.0	5942404	5942404.0	221499	221499.0	-20449	-20449.000000000004	-8389	-8388.999999999993	27919	27918.999999999996	919	919.0
